variable,clay_fraction,clay_fraction,clay_fraction,climate_KG,climate_KG,climate_KG,climate_insitu,climate_insitu,climate_insitu,elevation,elevation,elevation,instrument,instrument,instrument,latitude,latitude,latitude,lc_2000,lc_2000,lc_2000,lc_2005,lc_2005,lc_2005,lc_2010,lc_2010,lc_2010,lc_insitu,lc_insitu,lc_insitu,longitude,longitude,longitude,network,network,network,organic_carbon,organic_carbon,organic_carbon,sand_fraction,sand_fraction,sand_fraction,saturation,saturation,saturation,silt_fraction,silt_fraction,silt_fraction,station,station,station,timerange_from,timerange_from,timerange_from,timerange_to,timerange_to,timerange_to,variable,variable,variable,file_path,file_type
4175,0.0,0.3,19.0,,,Dfc,,,unknown,,,3108.96,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,37.8,,,70,,,70,,,70,,,unknown,,,-107.92,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LIZARDHEADPASS,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LIZARDHEADPASS/SNOTEL_SNOTEL_LIZARDHEADPASS_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4176,0.0,0.3,19.0,,,Dfc,,,unknown,,,3108.96,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,37.8,,,70,,,70,,,70,,,unknown,,,-107.92,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LIZARDHEADPASS,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LIZARDHEADPASS/SNOTEL_SNOTEL_LIZARDHEADPASS_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4177,0.3,1.0,32.0,,,Dfc,,,unknown,,,3108.96,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,37.8,,,70,,,70,,,70,,,unknown,,,-107.92,,,SNOTEL,0.3,1.0,0.39,0.3,1.0,33.0,0.3,1.0,0.44,0.3,1.0,35.0,,,LIZARDHEADPASS,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LIZARDHEADPASS/SNOTEL_SNOTEL_LIZARDHEADPASS_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4178,0.0,0.3,21.0,,,Csb,,,unknown,,,2814.22,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,38.44,,,130,,,130,,,130,,,unknown,,,-119.37,,,SNOTEL,0.0,0.3,0.4,0.0,0.3,50.0,0.0,0.3,0.41,0.0,0.3,29.0,,,LOBDELLLAKE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LOBDELLLAKE/SNOTEL_SNOTEL_LOBDELLLAKE_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4179,0.0,0.3,21.0,,,Csb,,,unknown,,,2814.22,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,38.44,,,130,,,130,,,130,,,unknown,,,-119.37,,,SNOTEL,0.0,0.3,0.4,0.0,0.3,50.0,0.0,0.3,0.41,0.0,0.3,29.0,,,LOBDELLLAKE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LOBDELLLAKE/SNOTEL_SNOTEL_LOBDELLLAKE_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4180,0.3,1.0,28.0,,,Csb,,,unknown,,,2814.22,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,38.44,,,130,,,130,,,130,,,unknown,,,-119.37,,,SNOTEL,0.3,1.0,0.28,0.3,1.0,44.0,0.3,1.0,0.41,0.3,1.0,28.0,,,LOBDELLLAKE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LOBDELLLAKE/SNOTEL_SNOTEL_LOBDELLLAKE_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4181,0.0,0.3,19.0,,,Dfb,,,unknown,,,2926.08,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,37.89,,,130,,,130,,,130,,,unknown,,,-108.2,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LONECONE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LONECONE/SNOTEL_SNOTEL_LONECONE_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4182,0.0,0.3,19.0,,,Dfb,,,unknown,,,2926.08,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,37.89,,,130,,,130,,,130,,,unknown,,,-108.2,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LONECONE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LONECONE/SNOTEL_SNOTEL_LONECONE_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4183,0.3,1.0,32.0,,,Dfb,,,unknown,,,2926.08,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,37.89,,,130,,,130,,,130,,,unknown,,,-108.2,,,SNOTEL,0.3,1.0,0.39,0.3,1.0,33.0,0.3,1.0,0.44,0.3,1.0,35.0,,,LONECONE,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LONECONE/SNOTEL_SNOTEL_LONECONE_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4184,0.0,0.3,19.0,,,ET,,,unknown,,,3041.9,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,40.51,,,70,,,70,,,70,,,unknown,,,-105.77,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LONGDRAWRESV,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LONGDRAWRESV/SNOTEL_SNOTEL_LONGDRAWRESV_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4185,0.0,0.3,19.0,,,ET,,,unknown,,,3041.9,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,40.51,,,70,,,70,,,70,,,unknown,,,-105.77,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LONGDRAWRESV,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LONGDRAWRESV/SNOTEL_SNOTEL_LONGDRAWRESV_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4186,0.3,1.0,32.0,,,ET,,,unknown,,,3041.9,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,40.51,,,70,,,70,,,70,,,unknown,,,-105.77,,,SNOTEL,0.3,1.0,0.39,0.3,1.0,33.0,0.3,1.0,0.44,0.3,1.0,35.0,,,LONGDRAWRESV,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LONGDRAWRESV/SNOTEL_SNOTEL_LONGDRAWRESV_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4187,0.0,0.3,21.0,,,BSk,,,unknown,,,2438.4,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,37.51,,,70,,,70,,,70,,,unknown,,,-113.4,,,SNOTEL,0.0,0.3,1.28,0.0,0.3,34.0,0.0,0.3,0.46,0.0,0.3,45.0,,,LONGFLAT,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LONGFLAT/SNOTEL_SNOTEL_LONGFLAT_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4188,0.0,0.3,21.0,,,BSk,,,unknown,,,2438.4,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,37.51,,,70,,,70,,,70,,,unknown,,,-113.4,,,SNOTEL,0.0,0.3,1.28,0.0,0.3,34.0,0.0,0.3,0.46,0.0,0.3,45.0,,,LONGFLAT,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LONGFLAT/SNOTEL_SNOTEL_LONGFLAT_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4189,0.3,1.0,21.0,,,BSk,,,unknown,,,2438.4,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,37.51,,,70,,,70,,,70,,,unknown,,,-113.4,,,SNOTEL,0.3,1.0,0.51,0.3,1.0,36.0,0.3,1.0,0.42,0.3,1.0,43.0,,,LONGFLAT,,,2017-10-05 00:00:00,,,2018-12-03 21:00:00,0.508,0.508,soil_moisture,SNOTEL/LONGFLAT/SNOTEL_SNOTEL_LONGFLAT_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4190,0.0,0.3,24.0,,,Dsb,,,unknown,,,1490.47,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,44.79,,,130,,,130,,,130,,,unknown,,,-116.09,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LONGVALLEY,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LONGVALLEY/SNOTEL_SNOTEL_LONGVALLEY_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4191,0.0,0.3,24.0,,,Dsb,,,unknown,,,1490.47,0.1016,0.1016,Hydraprobe-Analog-(2.5-Volt),,,44.79,,,130,,,130,,,130,,,unknown,,,-116.09,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LONGVALLEY,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1016,0.1016,soil_moisture,SNOTEL/LONGVALLEY/SNOTEL_SNOTEL_LONGVALLEY_sm_0.101600_0.101600_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4192,0.0,0.3,24.0,,,Dsb,,,unknown,,,1490.47,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,44.79,,,130,,,130,,,130,,,unknown,,,-116.09,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LONGVALLEY,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LONGVALLEY/SNOTEL_SNOTEL_LONGVALLEY_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4193,0.3,1.0,34.0,,,Dsb,,,unknown,,,1490.47,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,44.79,,,130,,,130,,,130,,,unknown,,,-116.09,,,SNOTEL,0.3,1.0,0.69,0.3,1.0,30.0,0.3,1.0,0.45,0.3,1.0,36.0,,,LONGVALLEY,,,2017-10-05 00:00:00,,,2018-03-27 17:00:00,0.508,0.508,soil_moisture,SNOTEL/LONGVALLEY/SNOTEL_SNOTEL_LONGVALLEY_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4194,0.0,0.3,21.0,,,Dfb,,,unknown,,,2275.03,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,37.49,,,70,,,70,,,70,,,unknown,,,-112.51,,,SNOTEL,0.0,0.3,1.28,0.0,0.3,34.0,0.0,0.3,0.46,0.0,0.3,45.0,,,LONGVALLEYJCT,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LONGVALLEYJCT/SNOTEL_SNOTEL_LONGVALLEYJCT_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4195,0.0,0.3,21.0,,,Dfb,,,unknown,,,2275.03,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,37.49,,,70,,,70,,,70,,,unknown,,,-112.51,,,SNOTEL,0.0,0.3,1.28,0.0,0.3,34.0,0.0,0.3,0.46,0.0,0.3,45.0,,,LONGVALLEYJCT,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LONGVALLEYJCT/SNOTEL_SNOTEL_LONGVALLEYJCT_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4196,0.3,1.0,21.0,,,Dfb,,,unknown,,,2275.03,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,37.49,,,70,,,70,,,70,,,unknown,,,-112.51,,,SNOTEL,0.3,1.0,0.51,0.3,1.0,36.0,0.3,1.0,0.42,0.3,1.0,43.0,,,LONGVALLEYJCT,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LONGVALLEYJCT/SNOTEL_SNOTEL_LONGVALLEYJCT_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4197,0.0,0.3,11.0,,,Dsb,,,unknown,,,1566.67,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,47.46,,,70,,,70,,,70,,,unknown,,,-115.71,,,SNOTEL,0.0,0.3,4.38,0.0,0.3,46.0,0.0,0.3,0.62,0.0,0.3,43.0,,,LOOKOUT,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LOOKOUT/SNOTEL_SNOTEL_LOOKOUT_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4198,0.0,0.3,11.0,,,Dsb,,,unknown,,,1566.67,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,47.46,,,70,,,70,,,70,,,unknown,,,-115.71,,,SNOTEL,0.0,0.3,4.38,0.0,0.3,46.0,0.0,0.3,0.62,0.0,0.3,43.0,,,LOOKOUT,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LOOKOUT/SNOTEL_SNOTEL_LOOKOUT_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4199,0.3,1.0,12.0,,,Dsb,,,unknown,,,1566.67,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,47.46,,,70,,,70,,,70,,,unknown,,,-115.71,,,SNOTEL,0.3,1.0,1.47,0.3,1.0,56.0,0.3,1.0,0.45,0.3,1.0,32.0,,,LOOKOUT,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LOOKOUT/SNOTEL_SNOTEL_LOOKOUT_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4200,0.0,0.3,24.0,,,Dsb,,,unknown,,,2499.36,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,40.84,,,70,,,70,,,70,,,unknown,,,-111.71,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LOOKOUTPEAK,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LOOKOUTPEAK/SNOTEL_SNOTEL_LOOKOUTPEAK_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4201,0.0,0.3,24.0,,,Dsb,,,unknown,,,2499.36,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,40.84,,,70,,,70,,,70,,,unknown,,,-111.71,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LOOKOUTPEAK,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LOOKOUTPEAK/SNOTEL_SNOTEL_LOOKOUTPEAK_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4202,0.3,1.0,34.0,,,Dsb,,,unknown,,,2499.36,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,40.84,,,70,,,70,,,70,,,unknown,,,-111.71,,,SNOTEL,0.3,1.0,0.69,0.3,1.0,30.0,0.3,1.0,0.45,0.3,1.0,36.0,,,LOOKOUTPEAK,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LOOKOUTPEAK/SNOTEL_SNOTEL_LOOKOUTPEAK_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4203,0.0,0.3,24.0,,,Dfb,,,unknown,,,1854.1,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,41.22,,,70,,,70,,,70,,,unknown,,,-111.36,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LOSTCREEKRESV,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LOSTCREEKRESV/SNOTEL_SNOTEL_LOSTCREEKRESV_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4204,0.0,0.3,24.0,,,Dfb,,,unknown,,,1854.1,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,41.22,,,70,,,70,,,70,,,unknown,,,-111.36,,,SNOTEL,0.0,0.3,1.68,0.0,0.3,35.0,0.0,0.3,0.47,0.0,0.3,41.0,,,LOSTCREEKRESV,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LOSTCREEKRESV/SNOTEL_SNOTEL_LOSTCREEKRESV_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4205,0.3,1.0,34.0,,,Dfb,,,unknown,,,1854.1,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,41.22,,,70,,,70,,,70,,,unknown,,,-111.36,,,SNOTEL,0.3,1.0,0.69,0.3,1.0,30.0,0.3,1.0,0.45,0.3,1.0,36.0,,,LOSTCREEKRESV,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LOSTCREEKRESV/SNOTEL_SNOTEL_LOSTCREEKRESV_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4206,0.0,0.3,19.0,,,Dfb,,,unknown,,,2840.74,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,40.82,,,70,,,130,,,130,,,unknown,,,-106.75,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LOSTDOG,,,2018-05-25 22:00:00,,,2018-08-15 20:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LOSTDOG/SNOTEL_SNOTEL_LOSTDOG_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4207,0.0,0.3,19.0,,,Dfb,,,unknown,,,2840.74,0.1016,0.1016,Hydraprobe-Analog-(2.5-Volt),,,40.82,,,70,,,130,,,130,,,unknown,,,-106.75,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LOSTDOG,,,2018-06-26 00:00:00,,,2018-08-15 01:00:00,0.1016,0.1016,soil_moisture,SNOTEL/LOSTDOG/SNOTEL_SNOTEL_LOSTDOG_sm_0.101600_0.101600_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4208,0.0,0.3,19.0,,,Dfb,,,unknown,,,2840.74,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,40.82,,,70,,,130,,,130,,,unknown,,,-106.75,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LOSTDOG,,,2018-06-26 00:00:00,,,2018-06-26 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LOSTDOG/SNOTEL_SNOTEL_LOSTDOG_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4209,0.0,0.3,11.0,,,Dsb,,,unknown,,,1560.58,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,46.36,,,70,,,70,,,70,,,unknown,,,-121.08,,,SNOTEL,0.0,0.3,4.38,0.0,0.3,46.0,0.0,0.3,0.62,0.0,0.3,43.0,,,LOSTHORSE,,,2017-10-05 02:00:00,,,2019-03-10 20:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LOSTHORSE/SNOTEL_SNOTEL_LOSTHORSE_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4210,0.0,0.3,11.0,,,Dsb,,,unknown,,,1560.58,0.1016,0.1016,Hydraprobe-Analog-(2.5-Volt),,,46.36,,,70,,,70,,,70,,,unknown,,,-121.08,,,SNOTEL,0.0,0.3,4.38,0.0,0.3,46.0,0.0,0.3,0.62,0.0,0.3,43.0,,,LOSTHORSE,,,2017-10-05 02:00:00,,,2019-03-10 20:00:00,0.1016,0.1016,soil_moisture,SNOTEL/LOSTHORSE/SNOTEL_SNOTEL_LOSTHORSE_sm_0.101600_0.101600_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4211,0.0,0.3,11.0,,,Dsb,,,unknown,,,1560.58,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,46.36,,,70,,,70,,,70,,,unknown,,,-121.08,,,SNOTEL,0.0,0.3,4.38,0.0,0.3,46.0,0.0,0.3,0.62,0.0,0.3,43.0,,,LOSTHORSE,,,2017-10-05 02:00:00,,,2019-03-10 20:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LOSTHORSE/SNOTEL_SNOTEL_LOSTHORSE_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4212,0.3,1.0,12.0,,,Dsb,,,unknown,,,1560.58,0.4064,0.4064,Hydraprobe-Analog-(2.5-Volt),,,46.36,,,70,,,70,,,70,,,unknown,,,-121.08,,,SNOTEL,0.3,1.0,1.47,0.3,1.0,56.0,0.3,1.0,0.45,0.3,1.0,32.0,,,LOSTHORSE,,,2017-10-05 02:00:00,,,2019-03-10 20:00:00,0.4064,0.4064,soil_moisture,SNOTEL/LOSTHORSE/SNOTEL_SNOTEL_LOSTHORSE_sm_0.406400_0.406400_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4213,0.0,0.3,21.0,,,Dsa,,,unknown,,,2042.16,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,40.83,,,70,,,70,,,70,,,unknown,,,-111.76,,,SNOTEL,0.0,0.3,1.28,0.0,0.3,34.0,0.0,0.3,0.46,0.0,0.3,45.0,,,LOUISMEADOW,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LOUISMEADOW/SNOTEL_SNOTEL_LOUISMEADOW_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4214,0.0,0.3,21.0,,,Dsa,,,unknown,,,2042.16,0.2032,0.2032,Hydraprobe-Analog-(2.5-Volt),,,40.83,,,70,,,70,,,70,,,unknown,,,-111.76,,,SNOTEL,0.0,0.3,1.28,0.0,0.3,34.0,0.0,0.3,0.46,0.0,0.3,45.0,,,LOUISMEADOW,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LOUISMEADOW/SNOTEL_SNOTEL_LOUISMEADOW_sm_0.203200_0.203200_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4215,0.3,1.0,21.0,,,Dsa,,,unknown,,,2042.16,0.508,0.508,Hydraprobe-Analog-(2.5-Volt),,,40.83,,,70,,,70,,,70,,,unknown,,,-111.76,,,SNOTEL,0.3,1.0,0.51,0.3,1.0,36.0,0.3,1.0,0.42,0.3,1.0,43.0,,,LOUISMEADOW,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LOUISMEADOW/SNOTEL_SNOTEL_LOUISMEADOW_sm_0.508000_0.508000_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
4216,0.0,0.3,19.0,,,Dfb,,,unknown,,,2706.62,0.1016,0.1016,Hydraprobe-Analog-(5.0-Volt),,,40.08,,,130,,,130,,,130,,,unknown,,,-106.67,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LYNXPASS,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1016,0.1016,soil_moisture,SNOTEL/LYNXPASS/SNOTEL_SNOTEL_LYNXPASS_sm_0.101600_0.101600_Hydraprobe-Analog-(5.0-Volt)_20171005_20190311.stm,header_values
4217,0.0,0.3,19.0,,,Dfb,,,unknown,,,2706.62,0.2032,0.2032,Hydraprobe-Analog-(5.0-Volt),,,40.08,,,130,,,130,,,130,,,unknown,,,-106.67,,,SNOTEL,0.0,0.3,0.82,0.0,0.3,37.0,0.0,0.3,0.43,0.0,0.3,44.0,,,LYNXPASS,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2032,0.2032,soil_moisture,SNOTEL/LYNXPASS/SNOTEL_SNOTEL_LYNXPASS_sm_0.203200_0.203200_Hydraprobe-Analog-(5.0-Volt)_20171005_20190311.stm,header_values
4218,0.3,1.0,32.0,,,Dfb,,,unknown,,,2706.62,0.508,0.508,Hydraprobe-Analog-(5.0-Volt),,,40.08,,,130,,,130,,,130,,,unknown,,,-106.67,,,SNOTEL,0.3,1.0,0.39,0.3,1.0,33.0,0.3,1.0,0.44,0.3,1.0,35.0,,,LYNXPASS,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.508,0.508,soil_moisture,SNOTEL/LYNXPASS/SNOTEL_SNOTEL_LYNXPASS_sm_0.508000_0.508000_Hydraprobe-Analog-(5.0-Volt)_20171005_20190311.stm,header_values
4219,0.0,0.3,24.0,,,BSk,,,unknown,,,3342.4368,0.0508,0.0508,Hydraprobe-Analog-(2.5-Volt),,,40.73783,,,70,,,70,,,70,,,unknown,,,-110.62087,,,SNOTEL,0.0,0.3,2.08,0.0,0.3,22.0,0.0,0.3,0.51,0.0,0.3,54.0,,,LakeforkBasin,,,2017-10-05 06:00:00,,,2018-01-02 16:00:00,0.0508,0.0508,soil_moisture,SNOTEL/LakeforkBasin/SNOTEL_SNOTEL_LakeforkBasin_sm_0.050800_0.050800_Hydraprobe-Analog-(2.5-Volt)_20171005_20190311.stm,header_values
